TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,NumSold,PaymntType
81,5/4/2025,1160,2056,401,1.0,472.25,1.0,Cash
82,5/4/2025,1068,2070,402,2.0,109.38,3.0,Cash
83,5/4/2025,1112,2089,404,0.0,2067.6,5.0,Credit Card
84,5/4/2025,1007,2080,402,1.0,1498.07,2.0,Credit Card
85,5/4/2025,1079,2070,401,3.0,34.18,1.0,Cash
86,5/4/2025,1023,2028,401,3.0,2551.76,4.0,Cash
87,5/4/2025,1030,2082,402,3.0,799.8,3.0,Cash
88,5/4/2025,1183,2037,403,3.0,2160.84,6.0,Cash
89,5/4/2025,1123,2060,402,3.0,2450.28,6.0,Credit Card
90,5/4/2025,1141,2018,404,1.0,2440.17,5.0,Credit Card
91,5/4/2025,1153,2065,402,0.0,470.34,1.0,Cash
92,5/4/2025,1070,2098,404,2.0,0,0.0,Cash
93,5/4/2025,1129,2034,401,2.0,108.94,1.0,Credit Card
94,5/4/2025,1185,2038,404,1.0,1667.72,2.0,Cash
95,5/4/2025,1114,2068,404,2.0,656.19,1.0,Cash
96,5/4/2025,1085,2070,404,3.0,0,0.0,Credit Card
97,5/4/2025,1082,2024,402,3.0,372.81,3.0,Cash
98,5/4/2025,1059,2099,404,0.0,1292.64,2.0,Credit Card
99,5/4/2025,1081,2095,404,3.0,490.79,1.0,Cash
100,5/4/2025,1098,2084,402,3.0,0,0.0,Credit Card
101,5/4/2025,1009,2016,403,0.0,969.06,3.0,Cash
102,5/4/2025,1112,2012,404,0.0,1869.57,3.0,Cash
103,5/4/2025,1184,2018,404,1.0,488.03,1.0,Credit Card
104,5/4/2025,1019,2060,403,2.0,0,0.0,Cash
105,5/4/2025,1159,2088,404,0.0,0,0.0,Cash
106,5/4/2025,1084,2086,404,2.0,2861.12,3.0,Credit Card
107,5/4/2025,1160,2091,404,0.0,905.79,1.0,Credit Card
108,5/4/2025,1158,2008,402,2.0,159.82,2.0,Cash
109,5/4/2025,1058,2095,401,3.0,2453.95,5.0,Cash
110,5/4/2025,1025,2097,401,3.0,842.1,1.0,Cash
111,5/4/2025,1042,2088,403,0.0,709.35,1.0,Credit Card
112,5/4/2025,1011,2041,401,2.0,0,0.0,Credit Card
113,5/4/2025,1091,2047,404,1.0,0,0.0,Cash
114,5/4/2025,1062,2067,404,1.0,0,0.0,Credit Card
115,5/4/2025,1043,2022,401,3.0,2684.72,4.0,Cash
116,5/4/2025,1158,2087,402,3.0,477.96,3.0,Credit Card
117,5/4/2025,1149,2018,402,3.0,1626.78,3.0,Credit Card
118,5/4/2025,1163,2032,404,2.0,756.48,1.0,Credit Card
119,5/4/2025,1170,2001,404,2.0,659.76,2.0,Cash
120,5/4/2025,1173,2069,402,0.0,464.78,2.0,Cash
121,5/4/2025,1113,2044,403,3.0,0,0.0,Cash
122,5/4/2025,1176,2032,404,2.0,756.48,1.0,Credit Card
123,5/4/2025,1050,2049,404,0.0,2819.52,3.0,Cash
124,5/4/2025,1060,2048,403,2.0,1144.42,3.0,Cash
125,5/4/2025,1179,2037,401,3.0,1440.56,4.0,Credit Card
126,5/4/2025,1070,2001,401,3.0,0,0.0,Cash
127,5/4/2025,1073,2099,402,2.0,0,0.0,Cash
128,5/4/2025,1056,2081,402,2.0,0,0.0,Cash
129,5/4/2025,1173,2096,402,0.0,672.18,1.0,Credit Card
130,5/4/2025,1160,2082,401,2.0,426.56,2.0,Cash
131,5/4/2025,1112,2004,403,1.0,1669.05,2.0,Credit Card
132,5/4/2025,1023,2037,403,3.0,2160.84,6.0,Cash
133,5/4/2025,1044,2025,402,2.0,223.7,1.0,Cash
134,5/4/2025,1135,2064,403,1.0,793.91,3.0,Credit Card
135,5/4/2025,1065,2061,403,2.0,639.74,3.0,Credit Card
136,5/4/2025,1029,2059,401,1.0,921.69,2.0,Cash
137,5/4/2025,1193,2028,404,2.0,1531.06,2.0,Credit Card
138,5/4/2025,1023,2050,401,2.0,298.85,2.0,Cash
139,5/4/2025,1137,2015,404,2.0,539.98,1.0,Credit Card
140,5/4/2025,1172,2095,403,3.0,2453.95,5.0,Cash
141,5/4/2025,1163,2047,401,1.0,301.48,1.0,Cash
142,5/4/2025,1120,2003,403,1.0,1039.99,3.0,Credit Card
143,5/4/2025,1165,2008,404,2.0,53.27,1.0,Credit Card
144,5/4/2025,1166,2052,401,1.0,658.13,1.0,Credit Card
145,5/4/2025,1011,2004,403,3.0,3709,4.0,Credit Card
146,5/4/2025,1029,2012,402,1.0,0,0.0,Cash
147,5/4/2025,1099,2058,403,3.0,666.75,1.0,Cash
148,5/4/2025,1150,2095,402,3.0,490.79,1.0,Credit Card
149,5/4/2025,1167,2012,404,3.0,0,0.0,Credit Card
150,5/4/2025,1071,2004,403,1.0,834.52,1.0,Cash
151,5/4/2025,1113,2056,402,2.0,839.55,2.0,Credit Card
152,5/4/2025,1025,2087,403,2.0,0,0.0,Credit Card
153,5/4/2025,1015,2050,403,1.0,504.31,3.0,Credit Card
154,5/4/2025,1031,2058,401,1.0,2400.3,4.0,Credit Card
155,5/4/2025,1164,2081,401,0.0,2984.88,4.0,Credit Card
156,5/4/2025,1085,2031,402,1.0,508.77,1.0,Credit Card
157,5/4/2025,1017,2097,402,1.0,757.89,1.0,Credit Card
158,5/4/2025,1059,2042,402,0.0,0,0.0,Credit Card
159,5/4/2025,1070,2018,402,2.0,0,0.0,Cash
160,5/4/2025,1044,2014,401,1.0,886.68,4.0,Cash
161,5/4/2025,1003,2045,402,2.0,499.42,2.0,Credit Card
162,5/4/2025,1004,2022,403,0.0,671.18,1.0,Credit Card
163,5/4/2025,1032,2094,404,0.0,493.35,1.0,Credit Card
164,5/4/2025,1190,2008,404,3.0,266.36,4.0,Cash
165,5/4/2025,1199,2046,401,3.0,167.15,5.0,Credit Card
166,5/4/2025,1128,2028,401,2.0,2041.41,3.0,Credit Card
167,5/4/2025,1117,2082,401,0.0,799.8,3.0,Cash
168,5/4/2025,1122,2051,404,0.0,234.64,2.0,Cash
169,5/4/2025,1125,2091,404,0.0,1811.58,2.0,Cash
170,5/4/2025,1020,2041,402,0.0,0,0.0,Cash
171,5/4/2025,1032,2035,403,3.0,4499.95,5.0,Cash
172,5/4/2025,1152,2067,403,3.0,872.85,3.0,Credit Card
173,5/4/2025,1129,2077,404,0.0,2809.15,5.0,Credit Card
174,5/4/2025,1179,2014,402,3.0,738.9,3.0,Cash
175,5/4/2025,1115,2029,404,2.0,0,0.0,Cash
176,5/4/2025,1116,2051,404,0.0,351.96,3.0,Cash
177,5/4/2025,1080,2054,403,2.0,3602.04,4.0,Credit Card
178,5/4/2025,1095,2019,404,0.0,933.93,1.0,Credit Card
179,5/4/2025,1023,2010,401,3.0,0,0.0,Credit Card
180,5/4/2025,1024,2095,403,1.0,3533.69,7.0,Credit Card
181,5/4/2025,1142,2007,403,0.0,583.39,1.0,Cash
182,5/4/2025,1105,2045,404,0.0,624.28,2.0,Cash
183,5/4/2025,1073,2076,403,2.0,1934.57,2.0,Cash
184,5/4/2025,1026,2073,402,1.0,1797.95,4.0,Credit Card
185,5/4/2025,1168,2061,402,0.0,599.76,3.0,Credit Card
186,5/4/2025,1089,2071,403,0.0,0,0.0,Cash
187,5/4/2025,1195,2035,402,3.0,0,0.0,Credit Card
188,5/4/2025,1143,2098,401,2.0,2178.86,2.0,Credit Card
189,5/4/2025,1007,2023,403,2.0,751.63,1.0,Credit Card
190,5/4/2025,1086,2044,401,1.0,373.64,2.0,Cash
191,5/4/2025,1036,2072,404,0.0,1260.9,3.0,Credit Card
192,5/4/2025,1036,2094,401,0.0,2466.75,5.0,Credit Card
193,5/4/2025,1191,2067,402,3.0,872.85,3.0,Cash
194,5/4/2025,1107,2058,403,1.0,1800.22,3.0,Cash
195,5/4/2025,1094,2039,403,0.0,1952.88,2.0,Cash
196,5/4/2025,1013,2019,402,0.0,0,0.0,Cash
197,5/4/2025,1172,2010,403,3.0,0,0.0,Cash
198,5/4/2025,1169,2054,404,3.0,900.51,1.0,Cash
199,5/4/2025,1106,2034,402,0.0,136.17,1.0,Cash
200,5/4/2025,1088,2055,401,2.0,129.46,2.0,Cash
201,5/4/2025,1173,2086,404,2.0,715.28,1.0,Cash
202,5/4/2025,1011,2028,404,0.0,0,0.0,Cash
203,5/4/2025,1001,2026,403,1.0,190.4,1.0,Credit Card
204,5/4/2025,1196,2017,403,2.0,370.96,1.0,Cash
205,5/4/2025,1083,2015,401,3.0,0,0.0,Cash
206,5/4/2025,1191,2055,402,1.0,48.55,1.0,Cash
207,5/4/2025,1097,2068,402,2.0,1312.38,2.0,Credit Card
208,5/4/2025,1018,2050,401,3.0,0,0.0,Cash
209,5/4/2025,1004,2058,401,2.0,1066.8,2.0,Credit Card
210,5/4/2025,1147,2054,404,3.0,2701.53,3.0,Cash
211,5/4/2025,1074,2014,404,0.0,738.9,3.0,Cash
212,5/4/2025,1083,2021,404,2.0,668.33,1.0,Credit Card
213,5/4/2025,1022,2055,401,1.0,97.09,2.0,Credit Card
214,5/4/2025,1111,2075,404,0.0,1561.28,2.0,Cash
215,5/4/2025,1101,2039,403,1.0,2636.39,3.0,Cash
216,5/4/2025,1085,2099,402,0.0,646.32,1.0,Credit Card
217,5/4/2025,1130,2081,401,1.0,1343.2,2.0,Credit Card
218,5/4/2025,1198,2044,403,1.0,186.82,1.0,Cash
219,5/4/2025,1060,2013,402,2.0,0,0.0,Credit Card
220,5/4/2025,1050,2022,402,0.0,671.18,1.0,Credit Card
221,5/4/2025,1045,2098,404,3.0,907.86,1.0,Credit Card
222,5/4/2025,1193,2072,404,2.0,1681.2,4.0,Credit Card
223,5/4/2025,1160,2040,402,3.0,138.16,4.0,Cash
224,5/4/2025,1017,2060,404,2.0,0,0.0,Credit Card
225,5/4/2025,1070,2075,401,2.0,624.51,1.0,Cash
226,5/4/2025,1129,2009,403,3.0,198.93,3.0,Credit Card
227,5/4/2025,1115,2004,401,2.0,2225.4,2.0,Cash
228,5/4/2025,1073,2009,401,3.0,66.31,1.0,Cash
229,5/4/2025,1118,2074,401,3.0,659.5,1.0,Cash
230,5/4/2025,1146,2083,402,2.0,614.53,1.0,Cash
231,5/4/2025,1154,2060,402,0.0,408.38,1.0,Credit Card
232,5/4/2025,1115,2013,403,0.0,2806.08,3.0,Cash
233,5/4/2025,1129,2082,402,0.0,1066.4,4.0,Cash
234,5/4/2025,1063,2090,404,3.0,71.64,1.0,Credit Card
235,5/4/2025,1134,2066,402,2.0,1238.54,2.0,Credit Card
236,5/4/2025,1095,2036,404,3.0,653.94,3.0,Credit Card
237,5/4/2025,1198,2043,401,2.0,1397.52,2.0,Cash
238,5/4/2025,1016,2042,401,3.0,0,0.0,Cash
239,5/4/2025,1072,2032,402,2.0,1512.96,2.0,Cash
240,5/4/2025,1020,2074,402,2.0,527.6,1.0,Cash
241,5/4/2025,1079,2083,404,1.0,691.34,1.0,Cash
242,5/4/2025,1152,2090,401,2.0,57.31,1.0,Credit Card
243,5/4/2025,1143,2048,403,1.0,0,0.0,Credit Card
244,5/4/2025,1171,2089,401,3.0,1654.08,4.0,Cash
245,5/4/2025,1130,2046,401,2.0,106.98,3.0,Credit Card
246,5/4/2025,1079,2023,402,2.0,3006.53,3.0,Cash
247,5/4/2025,1196,2062,402,1.0,1114.85,2.0,Cash
248,5/4/2025,1035,2019,401,2.0,0,0.0,Cash
249,5/4/2025,1025,2064,401,2.0,705.7,2.0,Cash
250,5/4/2025,1196,2079,402,3.0,2851.62,3.0,Credit Card
251,5/4/2025,1039,2020,402,1.0,338.25,1.0,Credit Card
252,5/4/2025,1184,2056,401,3.0,1574.16,3.0,Credit Card
253,5/4/2025,1093,2086,402,3.0,3576.4,4.0,Credit Card
254,5/4/2025,1156,2036,404,1.0,392.36,2.0,Credit Card
255,5/4/2025,1136,2030,403,3.0,509.91,3.0,Credit Card
256,5/4/2025,1049,2047,404,3.0,1674.9,5.0,Cash
257,5/4/2025,1196,2036,404,3.0,0,0.0,Credit Card
258,5/4/2025,1041,2025,402,2.0,671.09,2.0,Credit Card
259,5/4/2025,1013,2082,404,2.0,1066.4,4.0,Cash
260,5/4/2025,1141,2013,401,2.0,748.29,1.0,Cash
261,5/4/2025,1021,2097,402,2.0,673.68,1.0,Credit Card
262,5/4/2025,1115,2065,402,3.0,1881.36,4.0,Cash
263,5/4/2025,1023,2028,404,2.0,510.35,1.0,Credit Card
264,5/4/2025,1006,2053,401,3.0,610.15,1.0,Credit Card
265,5/4/2025,1128,2047,402,3.0,1004.94,3.0,Cash
266,5/4/2025,1020,2047,402,0.0,669.96,2.0,Cash
267,5/4/2025,1081,2012,403,1.0,1682.61,3.0,Credit Card
268,5/4/2025,1035,2004,403,3.0,927.25,1.0,Cash
269,5/4/2025,1178,2017,404,3.0,1854.8,4.0,Credit Card
270,5/4/2025,1157,2000,401,0.0,1938.62,2.0,Credit Card
271,5/4/2025,1065,2027,402,3.0,775.83,3.0,Credit Card
272,5/4/2025,1028,2099,403,1.0,3490.13,5.0,Cash
273,5/4/2025,1077,2015,401,1.0,1822.42,3.0,Cash
274,5/4/2025,1107,2081,404,0.0,2238.66,3.0,Credit Card
275,5/4/2025,1028,2063,401,1.0,994.43,2.0,Credit Card
276,5/4/2025,1183,2018,403,3.0,2711.3,5.0,Cash
277,5/4/2025,1000,2078,403,1.0,0,0.0,Cash
278,5/4/2025,1146,2053,402,0.0,1220.3,2.0,Cash
279,5/4/2025,1134,2046,401,0.0,33.43,1.0,Credit Card
280,5/4/2025,1099,2060,401,3.0,1633.52,4.0,Credit Card
281,5/4/2025,1095,2032,401,2.0,1512.96,2.0,Credit Card
282,5/4/2025,1017,2044,402,0.0,207.58,1.0,Credit Card
283,5/4/2025,1197,2074,403,1.0,593.55,1.0,Credit Card
284,5/4/2025,1011,2045,403,1.0,842.78,3.0,Credit Card
285,5/4/2025,1199,2087,404,3.0,159.32,1.0,Cash
286,5/4/2025,1161,2023,402,0.0,939.54,1.0,Credit Card
287,5/4/2025,1183,2099,404,0.0,1292.64,2.0,Credit Card
288,5/4/2025,1075,2025,401,1.0,0,0.0,Cash
289,5/4/2025,1010,2040,403,3.0,138.16,4.0,Credit Card
290,5/4/2025,1139,2060,403,0.0,1225.14,3.0,Cash
291,5/4/2025,1192,2082,402,2.0,213.28,1.0,Cash
292,5/4/2025,1091,2099,401,2.0,1034.11,2.0,Credit Card
293,5/4/2025,1069,2015,403,3.0,2699.88,4.0,Credit Card
294,5/4/2025,1102,2095,404,3.0,1472.37,3.0,Cash
295,5/4/2025,1086,2023,404,3.0,3758.16,4.0,Cash
296,5/4/2025,1094,2066,403,0.0,1032.12,2.0,Cash
297,5/4/2025,1186,2054,401,3.0,0,0.0,Credit Card
298,5/4/2025,1154,2023,403,2.0,751.63,1.0,Credit Card
299,5/4/2025,1026,2010,403,2.0,62.27,1.0,Credit Card
300,5/4/2025,1078,2057,404,1.0,393.28,1.0,Cash
301,5/4/2025,1176,2056,403,3.0,524.72,1.0,Cash
302,5/4/2025,1010,2093,403,3.0,0,0.0,Credit Card
303,5/4/2025,1070,2081,401,0.0,1492.44,2.0,Cash
304,5/4/2025,1171,2081,404,2.0,596.98,1.0,Credit Card
305,5/4/2025,1131,2095,402,0.0,1472.37,3.0,Cash
306,5/4/2025,1036,2077,404,0.0,1123.66,2.0,Credit Card
307,5/4/2025,1032,2008,402,2.0,106.54,2.0,Cash
308,5/4/2025,1092,2049,401,1.0,0,0.0,Credit Card
309,5/4/2025,1173,2057,403,2.0,349.58,1.0,Credit Card
310,5/4/2025,1113,2097,401,1.0,757.89,1.0,Cash
311,5/4/2025,1135,2046,404,2.0,80.23,2.0,Cash
312,5/4/2025,1166,2035,402,0.0,899.99,1.0,Credit Card
313,5/4/2025,1006,2094,402,3.0,1480.05,3.0,Credit Card
314,5/4/2025,1132,2049,401,2.0,1503.74,2.0,Credit Card
315,5/4/2025,1198,2033,404,1.0,2257.88,3.0,Credit Card
316,5/4/2025,1156,2036,404,1.0,784.73,4.0,Cash
317,5/4/2025,1031,2017,401,3.0,0,0.0,Credit Card
318,5/4/2025,1044,2091,404,0.0,1811.58,2.0,Cash
319,5/4/2025,1174,2040,403,0.0,34.54,1.0,Credit Card
320,5/4/2025,1140,2069,403,2.0,557.74,2.0,Credit Card
321,5/4/2025,1040,2091,402,2.0,724.63,1.0,Cash
322,5/4/2025,1130,2028,401,1.0,574.15,1.0,Cash
323,5/4/2025,1035,2030,404,0.0,339.94,2.0,Cash
324,5/4/2025,1092,2070,403,3.0,102.54,3.0,Cash
325,5/4/2025,1141,2016,401,0.0,0,0.0,Cash
326,5/4/2025,1079,2050,404,3.0,186.78,1.0,Credit Card
327,5/4/2025,1196,2052,401,1.0,2632.54,4.0,Cash
328,5/4/2025,1081,2082,401,3.0,1066.4,4.0,Cash
329,5/4/2025,1119,2087,403,1.0,0,0.0,Credit Card
330,5/4/2025,1199,2070,402,1.0,30.76,1.0,Cash
331,5/4/2025,1110,2064,401,0.0,0,0.0,Credit Card
332,5/4/2025,1132,2019,403,1.0,1681.07,2.0,Cash
333,5/4/2025,1041,2041,402,2.0,643.37,1.0,Credit Card
334,5/4/2025,1132,2036,401,2.0,348.77,2.0,Credit Card
335,5/4/2025,1050,2081,403,1.0,2686.39,4.0,Cash
336,5/4/2025,1160,2038,401,1.0,0,0.0,Cash
337,5/4/2025,1151,2074,402,1.0,1187.1,2.0,Credit Card
338,5/4/2025,1168,2079,403,0.0,1901.08,2.0,Cash
339,5/4/2025,1007,2010,401,2.0,62.27,1.0,Credit Card
340,5/4/2025,1166,2026,404,0.0,0,0.0,Credit Card
341,5/4/2025,1127,2080,403,2.0,1997.42,2.0,Cash
342,5/4/2025,1123,2031,404,2.0,1356.72,2.0,Cash
343,5/4/2025,1116,2009,401,1.0,119.36,2.0,Credit Card
344,5/4/2025,1112,2053,404,3.0,0,0.0,Credit Card
345,5/4/2025,1052,2043,402,2.0,698.76,1.0,Cash
346,5/4/2025,1183,2040,403,3.0,103.62,3.0,Cash
347,5/4/2025,1033,2097,403,0.0,4210.5,5.0,Cash
348,5/4/2025,1081,2030,404,0.0,339.94,2.0,Cash
349,5/4/2025,1068,2057,402,1.0,1179.85,3.0,Credit Card
350,5/4/2025,1024,2006,403,3.0,594,3.0,Cash
351,5/4/2025,1157,2053,402,1.0,1098.27,2.0,Cash
352,5/4/2025,1083,2073,403,1.0,2247.44,5.0,Cash
353,5/4/2025,1195,2020,404,3.0,1879.15,5.0,Cash
354,5/4/2025,1127,2039,404,0.0,1952.88,2.0,Credit Card
355,5/4/2025,1023,2050,404,1.0,0,0.0,Cash
356,5/4/2025,1055,2074,403,0.0,1978.5,3.0,Cash
357,5/4/2025,1012,2036,404,3.0,653.94,3.0,Cash
358,5/4/2025,1073,2068,401,0.0,2460.72,3.0,Credit Card
359,5/4/2025,1110,2017,403,2.0,370.96,1.0,Cash
360,5/4/2025,1195,2051,403,0.0,117.32,1.0,Credit Card
361,5/4/2025,1102,2006,402,2.0,792,4.0,Credit Card
362,5/4/2025,1141,2036,401,3.0,871.92,4.0,Cash
363,5/4/2025,1129,2057,403,0.0,1747.92,4.0,Credit Card
364,5/4/2025,1032,2012,404,2.0,997.1,2.0,Cash
365,5/4/2025,1086,2071,403,1.0,553.64,1.0,Credit Card
366,5/4/2025,1050,2077,404,0.0,561.83,1.0,Credit Card
367,5/4/2025,1011,2004,402,2.0,0,0.0,Credit Card
368,5/4/2025,1121,2066,404,1.0,0,0.0,Credit Card
369,5/4/2025,1155,2065,402,2.0,1128.82,2.0,Credit Card
370,5/4/2025,1156,2040,402,3.0,138.16,4.0,Credit Card
371,5/4/2025,1157,2094,403,2.0,1578.72,3.0,Credit Card
372,5/4/2025,1129,2065,404,2.0,752.54,2.0,Cash
373,5/4/2025,1121,2002,403,2.0,2771.2,3.0,Cash
374,5/4/2025,1172,2014,404,2.0,197.04,1.0,Credit Card
375,5/4/2025,1185,2088,401,3.0,2128.05,3.0,Cash
376,5/4/2025,1067,2083,402,0.0,0,0.0,Credit Card
377,5/4/2025,1149,2061,402,3.0,1199.52,6.0,Cash
378,5/4/2025,1037,2087,402,0.0,318.64,2.0,Credit Card
379,5/4/2025,1146,2089,401,1.0,744.34,2.0,Cash
380,5/4/2025,1004,2056,403,3.0,2098.88,4.0,Credit Card
381,5/4/2025,1038,2052,402,3.0,2193.78,3.0,Credit Card
382,5/4/2025,1128,2099,404,0.0,3877.92,6.0,Cash
383,5/4/2025,1180,2017,402,2.0,741.92,2.0,Cash
384,5/4/2025,1169,2061,404,2.0,319.87,2.0,Cash
385,5/4/2025,1044,2058,403,2.0,1066.8,2.0,Credit Card
386,5/4/2025,1173,2098,403,3.0,3631.44,4.0,Credit Card
387,5/4/2025,1049,2031,403,2.0,1356.72,2.0,Credit Card
388,5/4/2025,1057,2038,403,1.0,2501.58,3.0,Cash
389,5/4/2025,1176,2090,404,2.0,343.87,5.0,Cash
390,5/4/2025,1122,2044,403,2.0,166.06,1.0,Credit Card
391,5/4/2025,1031,2073,404,3.0,1498.29,3.0,Credit Card
392,5/4/2025,1088,2098,402,2.0,726.29,1.0,Credit Card
393,5/4/2025,1010,2036,401,2.0,348.77,2.0,Cash
394,5/4/2025,1113,2083,403,3.0,3072.64,4.0,Cash
395,5/4/2025,1054,2025,403,2.0,671.09,2.0,Cash
396,5/4/2025,1035,2013,402,1.0,1683.65,2.0,Cash
397,5/4/2025,1012,2085,402,1.0,217.94,1.0,Cash
398,5/4/2025,1013,2012,404,2.0,1994.21,3.0,Cash
399,5/4/2025,1183,2060,401,1.0,367.54,1.0,Credit Card
400,5/4/2025,1001,2070,402,3.0,102.54,3.0,Credit Card
401,5/4/2025,1167,2060,404,1.0,735.08,2.0,Cash
402,5/4/2025,1193,2036,403,2.0,348.77,2.0,Cash
403,5/4/2025,1165,2007,401,1.0,0,0.0,Cash
404,5/4/2025,1136,2094,401,1.0,1776.06,4.0,Cash
405,5/4/2025,1106,2022,401,3.0,671.18,1.0,Cash
406,5/4/2025,1126,2023,403,0.0,0,0.0,Credit Card
407,5/4/2025,1002,2038,401,2.0,1482.42,2.0,Cash
408,5/4/2025,1072,2058,404,1.0,1200.15,2.0,Cash
409,5/4/2025,1129,2059,403,1.0,1382.54,3.0,Cash
